lid,rid
62473,912445
508539,543956
1109862,1178053
1000493,1103421
106591,358317
101264,952259
636851,672769
357250,806753
103171,141254
206578,683451
411413,621315
569195,803833
106054,979404
6581,55638
420475,498889
386090,1072066
993203,1107027
696030,1038959
512052,534842
984237,1140515
118296,151861
608588,1114372
705704,762443
130982,966065
133285,986855
38083,1161576
496130,933559
870291,973770
100291,939042
608360,685255
211984,367225
438075,619197
7370,317494
741573,1136968
64804,230549
231993,529502
6940,56860
34834,1167888
140478,471015
702298,863052
174425,1049305
186640,307831
911035,1199202
67708,605577
366944,425597
629074,1070060
107632,752797
237992,1120298
1146643,1147125
1135773,1203855
663853,741995
821724,864986
746932,1221546
629928,909087
786878,876068
1155937,1200055
99699,885516
161500,411222
729672,745167
324896,1073475
280583,1215565
347858,599677
455066,842191
29977,1099116
406986,616987
241235,1070383
192335,1038166
6418,331518
446180,1106860
880200,943029
645560,747279
250365,844893
11767,70250
671158,938596
49697,491696
208448,1074726
119145,233389
562077,1156221
705975,760007
66296,102239
300210,686427
718756,898842
386072,1003512
1013123,1110733
486514,720709
50595,518860
211224,1162663
477629,718164
851659,1160986
235054,675089
491556,1209078
23172,629282
120621,533890
172944,603897
283047,352934
222636,947287
374788,946854
13424,918122
67004,732104
189503,1026457
420994,743618
19989,627546
1043819,1196544
126022,1078943
657877,1118898
842873,1167465
85366,614158
420142,1190977
392043,868709
258106,531625
184295,406712
592789,630291
261998,273939
1136296,1162043
39094,1168348
414740,959531
146623,1162285
5775,169005
419280,537613
672758,735318
563276,1053323
959430,1195904
302711,608706
551353,641226
1086828,1117476
236705,797710
689910,1088994
313938,980160
834469,1196842
168434,704604
583716,1195407
835531,1179899
516073,1121872
270133,950087
180343,1114359
556659,732209
295338,341960
393749,471223
403959,628141
444970,1082345
176521,562122
430147,1037744
206676,501620
753157,835765
367592,1177910
678166,909973
873269,1161305
139737,400322
279746,385450
732934,752941
898931,1150994
1137707,1190896
439201,581946
69570,988639
81871,88865
1020971,1026655
915496,1193128
758803,920400
136224,1083537
133689,1161623
385082,596780
547396,1144799
267329,399452
487209,850846
155419,925965
890721,1203649
170477,558112
665557,668386
836917,952368
363713,548921
51178,530282
363031,865227
63274,1110015
544306,1161721
36880,393473
649459,1215307
666678,880269
644185,907320
732471,1143270
583119,606605
876007,1037511
50672,988831
610401,819983
289747,995589
795217,923825
181290,730942
296865,951717
835607,839034
814059,968532
1145821,1147527
752161,1201091
390148,466479
401627,870234
112882,475522
884833,1140553
287460,715413
109945,986493
493024,1138784
669008,1052978
347799,383927
32763,433159
84096,1072041
599421,1076464
238092,638243
79715,670522
461962,640457
580195,1106827
276343,1165719
219387,361996
135643,992054
248146,980234
251704,1019939
15489,600243
289877,1017138
572681,603716
961770,1116521
125818,179693
631595,1112056
566977,1064931
137383,576806
567591,1190431
541085,1075719
757092,1009620
578704,1016867
51449,994134
844442,944417
530463,1112579
775354,1122692
353981,1185276
809319,1092347
95080,604371
762947,1104982
422182,583109
352917,703428
603084,825842
59484,792240
719066,943800
117911,384909
175182,744451
88047,185291
530670,650529
1123624,1131663
34685,732969
650432,962481
277253,293905
780801,1132057
451712,649323
317423,644487
281704,559222
170537,735373
771571,852936
194486,682638
629493,724833
684090,1159643
465539,735249
84042,552283
321484,648599
185604,1061736
172444,530576
276686,1021896
411708,894072
59835,623449
796668,960317
534014,875302
873905,1215347
701154,1097768
557333,661845
243341,404986
139227,927664
490763,794110
39941,1043386
153975,775366
1101907,1108354
298789,763788
787538,1208788
137082,174110
439784,539380
462168,1151805
716506,923919
775270,1089759
163499,938372
1045869,1168029
374674,991642
71428,471840
74155,595375
984496,1195575
1003626,1139086
165627,1022328
591265,720356
549305,843726
312145,598878
1059411,1218508
405690,691360
693031,767138
643319,1146997
225116,842138
264662,635357
220816,801042
288861,412645
590037,833762
131492,643159
915915,1120710
400694,932929
790213,1042416
880169,1100044
553346,1215002
265342,787491
202226,315188
9824,151420
676376,1205308
552413,634603
655891,927294
744092,937354
145076,777595
705313,896776
613310,626726
594162,893886
335934,375305
298673,500819
196319,436147
622625,961962
132969,311609
491562,787279
71834,172581
966290,1029548
333845,557615
222229,964630
178988,590646
782536,1140015
285977,414709
380207,1146336
812883,1016701
739612,1191463
417186,842316
709767,1171816
148052,475146
68858,379914
1214154,1222477
157235,191223
495722,652177
95665,589801
96993,603367
171637,508336
409800,711525
371820,518962
112210,417774
251038,535372
124941,923187
227971,559707
317285,336631
394327,694169
181229,577727
940465,1031358
496056,941746
97650,950744
441669,612573
780515,814100
12839,671268
701089,1130472
9316,431796
386633,585856
882272,1085602
697172,1018218
267226,1067202
671381,1201462
226730,912394
194,1113612
831410,1107224
454236,1178278
677053,793141
923456,995195
344185,920133
483466,989970
143007,643991
192366,349472
244850,491986
176070,214356
409908,1047706
802749,971593
508922,637227
133908,906859
132662,872946
842421,903555
110569,450824
306210,495911
685516,998575
1105125,1208989
486816,618149
286727,773146
158367,167828
188336,1026661
644225,1049084
402780,930914
175356,1221844
1056830,1131280
635996,703348
88847,219331
887285,916794
1059413,1138097
674842,1192538
686452,761763
565123,702190
1059301,1088837
836635,876980
879113,1144589
20225,663532
431807,892370
198192,474991
15965,448707
155009,819251
683926,1106273
808876,1215699
746488,813341
86872,1084704
503158,924078
38026,465009
129178,272752
448081,943373
501615,1185933
596299,928053
694490,771417
416578,963269
167667,1139889
558514,1018858
98537,468400
99361,272122
767531,887229
137526,1035210
347100,609460
1108860,1191185
133383,460701
278324,893649
499781,1160114
356829,886427
198443,572681
135423,290957
367451,1198889
556273,651879
465142,748423
128692,553133
159899,648158
689921,820620
165151,950936
327967,826354
370522,1221510
142275,206026
314952,386446
352935,475577
8104,960610
223568,796770
121170,641652
210687,1133037
187229,1111673
602778,872688
291776,745416
237454,942875
119063,504212
83843,586568
296556,381803
307062,369119
192962,599144
233920,1083515
49047,182807
666715,948876
226562,1166773
634836,795889
423383,463131
652914,786078
84553,113088
490153,612326
465032,1062080
519513,833352
255722,469182
882625,1218203
508420,640883
316024,1106550
133810,866999
380697,498852
655434,903069
636707,830204
242041,568667
691323,1140955
245089,264051
389125,653553
87442,159235
331739,565876
440745,770392
687760,791561
411325,1046498
403573,425149
188996,525470
268661,622539
729402,1198468
126440,525087
9524,1029526
353143,706697
697075,878579
101078,692229
32732,561419
532336,969006
888799,895140
551717,958179
447378,514447
75832,515300
84734,560859
180227,999692
410294,1065356
451177,899022
352404,1045100
569421,939267
321116,1221524
537418,899211
722030,1133748
545820,1038728
647279,1186279
508664,1198001
60721,649237
946945,968168
317622,981292
314197,373815
605691,699260
11760,123311
307088,513242
1017580,1212461
125579,516248
224970,857536
517829,1130384
323171,632944
316537,621952
345598,1159803
814758,819349
357265,996247
287819,999993
671194,1140726
617029,934543
897959,1056529
86647,526352
343544,1209889
106612,932411
81533,801443
37145,495033
331529,910234
303657,392930
109863,840882
189932,196575
221739,656560
232684,1077377
462,430629
922563,997235
179806,1136360
210913,1149675
331457,776608
363530,584683
666902,1111949
159316,903234
116930,342865
388086,1197221
71496,972837
245662,552050
443309,673371
378743,861822
575542,892680
261077,272888
615390,1005381
723621,1030327
132956,488047
686641,861822
396091,834415
65509,378237
2584,813885
255338,693169
408911,616319
962197,1021122
969517,1088284
503765,710983
335360,445502
772020,827337
93408,596687
55436,569973
545840,586627
150865,470321
505847,736500
336325,595368
165063,180642
351949,634770
120348,1183402
761413,1136078
96527,773636
853943,1192890
306329,1118778
95324,376892
361877,1134531
949983,1172424
705018,884508
105224,1036429
6129,1038190
816403,850072
275535,576080
74218,535782
590470,788813
481126,581269
513898,1214532
445846,810314
169600,868233
1022690,1090322
310006,778873
733428,911818
249832,1130583
426353,1074029
94371,107064
415628,1051916
371572,1220235
795428,1108452
545888,624359
374786,650889
149185,238980
632520,1143271
420847,1131603
415795,936026
640813,988614
81664,1115892
93045,601307
192335,1137578
308250,1054361
13642,720184
572205,726717
427155,1100731
2979,663486
474421,1203787
381309,950834
76760,995246
213524,987209
605379,1066665
62673,813395
445508,636760
23309,116183
257630,353470
359659,619833
173406,210503
791722,866270
148003,481751
131932,281334
459476,1205017
210901,1209182
918353,919363
93986,494610
481334,1164394
222461,425965
558347,752381
129828,945435
454394,935669
773915,1161918
10493,915696
578022,634107
165808,261470
513997,764064
942394,1038217
746379,1042904
121257,315500
360245,779852
249940,909201
472230,1133788
71316,418042
640518,678166
526242,769361
402769,870514
13949,1023017
244556,1078981
688983,890379
295958,924334
245152,701804
388071,861822
198443,702214
121548,438253
558002,982413
46689,910560
146943,423626
648476,709748
598538,946496
169860,949366
156049,229068
556401,660686
761444,1165861
754867,944126
163281,648738
348921,707930
71494,550128
454969,971016
296380,1219385
247822,1173346
325913,911665
72228,869267
276900,479887
881944,1172369
683078,1175120
267620,457565
454593,576710
131962,1106497
445835,917937
328525,909798
421197,1026292
223635,989002
598194,705234
80017,347823
665042,1164404
147680,983710
17627,379223
56475,396940
372502,1101620
240968,411675
53428,266819
821934,1190255
612457,1119502
729257,783320
226399,1001492
405871,507235
608437,637422
310790,516295
263252,441790
674891,931431
502272,595581
493231,976901
712129,1055871
368367,700507
285963,550038
222550,651512
79282,709730
850315,1199077
359207,617160
270565,497578
82473,665691
128957,966779
158409,542690
814185,1093532
672517,684090
46271,1119526
347776,434495
130445,916467
111893,295277
377049,1047127
269453,713576
769818,866442
188453,321095
180454,1071884
612576,1107651
471310,1178625
692669,969249
918046,1068722
923144,1172588
851395,1113665
145115,599429
363387,906715
1071266,1199786
64716,530631
280762,1161623
685431,861711
93521,467946
503446,657675
616075,1081111
669259,1143341
429771,1133970
237848,249911
29013,1001560
700903,1208539
42373,717952
457252,623253
646145,864901
255411,426553
165554,1183760
905622,1077022
787806,1142647
161419,952422
157114,869103
100692,413505
266937,416702
256628,996538
583400,780137
161206,205193
969104,1095283
1020964,1082562
1347,935686
96792,894631
76230,601845
317483,445209
96857,726786
667686,916785
391866,599560
213425,368377
4247,226765
253295,1020872
200058,423699
24074,236404
206801,380704
1151,495123
163446,448181
109323,1168330
151752,932441
151547,541215
47000,965566
529878,586232
320095,356581
128754,498576
628617,1011315
314082,781578
981982,993730
417529,582654
439375,910591
80520,550170
1167455,1207658
83852,913402
420486,1211196
731394,1208308
1071224,1098031
702566,1032405
79819,177207
274696,1011622
111259,534981
96676,1195641
884774,913370
871422,930908
33661,57583
750651,850917
326627,712454
557650,988995
618838,730447
290995,848988
272814,1149148
799790,1012894
197709,675668
517924,1088473
315904,743570
500316,833965
763866,842715
529421,670064
111743,156028
184486,546287
59811,667002
265179,1093467
188852,1027469
398235,402952
606350,678975
57875,220688
219766,327041
213148,264123
926753,1002431
673242,920027
84078,954631
551717,766958
59163,734674
36719,865347
134699,453857
373956,434056
49082,472716
272936,577403
233604,764700
2436,802418
655303,1183476
184862,355107
9271,771063
469428,694720
433207,1001765
352806,537963
20073,205123
429673,629724
413136,1023442
220860,273018
27891,263113
210770,557957
489067,610000
163936,1067182
798067,1101754
139354,784618
968609,1203840
570320,1178714
999958,1077118
424376,926995
203558,481468
585997,985000
190369,636096
419721,888182
861105,879677
401306,797876
160247,265536
535672,993995
602979,943472
102087,430066
481840,705957
621064,975957
491187,758548
297949,653383
577038,1006800
47959,157750
312643,670220
281171,808620
444915,671067
118083,1076036
512824,547242
214423,1143727
71760,149625
488229,1162276
642662,1159654
334699,548483
821504,955098
301191,573819
821094,868998
230968,710650
304171,560859
875832,1060733
758461,866705
239293,751667
562366,768457
783595,818560
983594,1145769
485013,702063
438627,910027
984273,1211291
574806,1003192
241328,405765
400212,1052895
125657,165280
629512,825321
667066,925646
421408,1030058
108334,392101
543406,723290
870972,885678
403288,1033981
305980,933819
1209310,1222427
328208,810469
278111,592600
150030,658920
1177271,1205345
266827,507676
94093,355769
64994,370466
337043,829142
148574,1000715
207637,1137575
174753,467884
1038848,1076132
398199,1007893
234008,451758
44340,543221
276182,345875
444106,1188244
360953,460718
153366,1093951
169874,988057
643295,852450
142900,867615
469809,1129639
635243,674092
107871,679067
406937,417392
279054,839058
504403,783327
201640,1100200
309965,788698
460616,1161623
107171,154304
327736,1073937
421275,837661
291827,954997
566175,696830
394293,1016500
266137,1034940
3309,435401
238004,471286
355267,1212205
391503,1057850
1000155,1039835
9671,825387
109188,650945
38249,1147855
62597,632917
377282,652102
478968,844167
2787,967376
379323,866961
450650,570830
14211,54497
866366,933844
475204,574835
769130,1196271
80536,163479
240584,781111
426602,946867
625068,946626
56481,726934
412313,1197932
231472,850991
107913,391424
425610,502048
434651,481751
276278,498688
474523,597482
609460,733818
740432,924598
894106,1180530
333354,968285
230914,774068
512800,1100515
731192,988816
186510,625943
27712,1004663
60821,613899
607480,796850
53262,184974
141311,1040775
272519,744256
384886,509247
385738,468173
951226,1153963
380203,618159
243680,1089513
504094,565225
235577,506056
131018,691978
609277,965713
265254,397257
292396,1041076
125263,1192101
823066,1178296
220283,719887
260718,595242
246268,685878
106544,794291
724559,1058370
346539,525639
712563,770069
324369,524858
635121,1212147
165356,303043
65481,475333
941749,968872
40347,107774
835560,965850
393282,438796
435882,866906
31300,1163000
46304,441832
247747,553223
352738,904492
539951,850720
233917,342890
452750,1124987
461677,559672
730875,774610
77656,1174745
458823,782301
504094,946196
1102532,1175901
365627,719020
197587,599438
973669,1145992
491405,887675
455234,828142
321365,349148
462620,597159
304499,975340
470279,1109669
654699,1219927
376021,1021452
16360,959366
646702,1046164
94824,1181113
170086,289355
134346,845665
20139,574476
446547,610548
754633,946739
245438,772511
135545,812219
638508,906946
118037,1049840
486184,696584
164500,1172729
220763,720631
888355,1051077
413507,418629
93671,344212
373315,996084
281382,857298
124744,866460
846584,1081536
269453,941822
696438,1004293
513303,1109325
546782,984025
533412,886674
850212,1214039
634253,917651
55752,1061412
492208,630116
573515,952353
564659,1074655
814912,848652
915963,1010930
667122,755616
85185,1097515
188100,446432
120823,457170
745793,1096288
1128481,1141056
55132,220460
102269,770331
919644,1100434
429036,1108116
639190,1026672
488770,1204268
47056,278592
639833,803221
205026,578130
887980,1053428
327420,825892
1179476,1196716
133006,1038750
547433,721565
198780,667193
1850,584359
218262,259208
16560,551182
618152,844860
871498,1196356
675914,936766
84688,1041597
66999,823122
55780,917413
476295,673534
880363,985871
385159,527932
399567,761102
598974,647398
949993,1212178
80240,294048
179754,688168
207026,740532
99847,1197774
414378,964891
657885,812911
299354,715357
784914,903048
31547,1023952
129678,419848
673483,714905
870343,1060679
604393,1039874
369572,577401
757219,850766
194312,695695
342238,384212
107518,1030127
277342,400155
323270,810353
256513,499539
39878,122816
243256,966983
688276,722329
1021858,1219382
98173,1220912
252416,1208367
645958,870312
1070916,1099756
110112,1005053
462855,531629
642448,1084908
82533,381612
772685,1147195
210914,726757
379640,564087
716636,1091297
783402,1103432
309766,894609
769846,992867
475938,623638
36615,394602
83135,330160
193493,428661
402525,1113674
41502,637818
691957,1144159
479657,586134
297326,937489
699691,1050046
70125,242951
787223,1121266
43372,1014087
234830,983954
807938,1091740
181693,950617
380093,457831
307805,853961
159349,837440
684109,852422
680842,838530
806730,988132
50162,325453
197515,293625
760328,966593
325027,480698
25185,853429
633798,895058
457065,520746
733252,1140135
314383,438737
614010,1132087
565751,572690
396091,548563
773066,1198541
293235,686047
147026,1037444
557676,810217
269564,1206862
7422,399060
234755,733468
157561,502651
840787,1211579
1133398,1214230
69329,84734
192810,655695
282388,335910
488963,745813
912252,1162849
300875,809184
377663,561351
16911,226871
418641,1135020
636886,1202845
905283,1168348
1151905,1196608
718045,998947
157372,242079
708670,826615
467769,1221748
697382,998835
359641,542397
4320,1061026
972292,1218333
649908,709870
28217,618805
67306,1187731
570658,633954
246329,1203855
727189,901436
228023,780385
444865,982553
65345,436738
39563,536340
736838,883439
458212,951839
724151,772532
420251,726492
347057,744346
185361,1015699
60884,303106
437031,1043601
694022,858017
461210,758386
410710,663455
1128024,1136079
40291,617215
417426,964576
326250,1145105
28571,558556
874991,1089140
837455,932054
13413,418415
495607,933256
306165,336035
427368,717831
12881,447601
458535,842504
598392,745732
531457,703051
264572,1089004
122542,1011122
559956,938270
678697,954438
30346,934184
153710,477730
1020211,1041255
495096,941038
471054,551083
160741,1127612
367700,608339
488297,556686
133689,758322
217291,637075
78061,1141735
405343,665322
818730,1090083
53203,767621
264328,998096
750424,1171080
425539,989249
194655,331872
118072,799281
8994,267639
484620,746444
117660,930801
466743,1145083
1049667,1168058
80491,913301
627732,662803
434018,1088827
3379,207550
559437,773006
76546,485517
189741,829578
1092886,1128986
89422,803409
1056113,1065443
54105,1121218
803407,1140564
492719,555677
844389,1060603
525474,770593
85236,1204355
39402,915649
634765,879277
342421,826231
34309,1149738
323152,867100
62826,1213913
107052,871881
289369,476305
9279,658393
498523,641652
1092056,1105497
510916,892436
41067,439689
303099,927455
259258,709860
85802,548169
123497,1120245
741426,990346
46145,639870
644381,767209
9449,741219
494089,643374
814988,881024
81623,632640
638786,1151806
399035,935686
60882,617184
307944,616669
223468,600219
371748,696300
340172,404653
813318,833759
741417,947600
310886,1031394
453833,1031636
779543,990996
586133,1058660
412978,456088
38266,382031
427971,496404
635998,1056261
228115,233983
189726,573831
269864,943689
761197,802732
564625,911423
76404,621196
267200,817470
315486,782281
168357,838700
494237,960487
182286,380953
340643,794658
1061125,1100463
789280,969032
331073,709750
873681,966649
192237,739031
424450,520687
652908,862640
873755,1082601
466888,1068414
859957,900099
483670,1110583
427650,1106354
713549,1151313
510422,1213650
720747,1193380
879751,1014459
542925,808524
451030,1138358
523232,1101225
219955,429708
651144,956064
770142,916985
234141,575351
44358,733818
254137,817741
390927,512130
875236,1223120
678657,975279
662849,720561
838540,881970
718075,1213259
528009,648668
997269,1215303
581705,990001
549874,733325
494821,903918
59752,735982
161221,613372
366946,670218
768598,1028842
760969,983556
283371,1053557
1087787,1176818
373438,919172
113330,475932
206488,737928
778687,896834
435226,975037
478905,993105
19498,409057
136581,564711
861014,954438
435565,936007
456161,922065
452260,614555
890629,1212200
434740,874797
5460,997012
78009,1050134
249562,458585
1150515,1165011
958819,1119916
201453,765259
821285,1067204
657002,849872
388990,921895
269063,663998
43511,357623
50991,901504
76231,478045
226908,914419
26264,550319
7670,140904
525771,1202027
487456,1074250
111835,765720
872691,1211818
60415,404858
924978,950192
913907,957213
248203,842542
350579,1119566
70537,666066
290460,400022
600153,837840
939556,1164333
249815,435245
136915,890093
592798,731996
147292,679520
141078,1175911
450610,679569
324288,384655
4506,843871
679513,1116476
32208,583091
824627,928622
367914,812380
195790,1101211
210028,1010884
992817,999853
188167,910885
691839,912582
121879,817276
551722,829641
77107,868486
618622,976273
980064,1021857
248973,594326
658538,880302
322879,699851
15535,249987
93002,1165459
330548,529529
72036,1174206
127673,1172281
830998,938076
139394,240929
201220,778246
286555,855490
634853,1035500
900063,1094210
600161,1117975
880427,1145643
310401,468392
35680,593574
67868,372360
349728,739465
410288,1149407
641652,1024867
945551,988452
532183,774217
135468,515596
716355,1050361
177065,299556
757681,776703
270077,378743
657666,1009743
469112,873176
6998,880347
565644,1159484
1007114,1038722
303798,932369
286408,365770
15783,830259
546386,1201643
496332,745806
10158,857374
739717,781516
533124,1061754
149757,637955
53503,79988
805599,1216212
716094,956840
188167,1111531
857893,1069286
848135,1161649
723702,858646
946956,1065755
243280,813847
115536,1013495
85459,524231
1105119,1192530
39087,234718
338428,405389
86576,1114738
257097,371320
391442,898538
131245,853247
397934,851760
978376,1047517
768882,1019420
910053,1144375
72674,101192
73222,672331
1067643,1218829
219987,347230
341518,621944
592506,1023115
495819,773113
481171,781504
227257,278088
350736,1014210
167743,445197
214729,870790
305890,859324
6517,1094653
848481,1173182
277588,806822
104299,477563
281487,403567
114695,232331
1133290,1177571
120053,536259
696667,1013284
724925,903663
311346,377254
834027,998862
42500,1023583
685274,1057437
555900,902907
1155344,1185532
208153,665091
395216,1200587
27590,715304
629487,1175606
77480,787106
516545,851616
159892,625462
374288,885786
669090,945947
467140,807398
145413,296990
53124,829102
371841,633995
732725,1171543
387783,684818
317746,352737
125928,1049862
522679,1035039
754760,761865
66021,765348
1034562,1144228
232038,394109
532086,811170
478569,1013752
52979,640509
311308,546491
674351,976060
119256,551002
248487,639963
1011050,1037365
672517,1159643
277878,818423
419942,902305
314524,750168
788177,1187184
38148,1144878
4165,629189
179842,1017226
718037,1099409
668832,860244
204010,826160
235916,1179011
78289,264936
781594,1176130
649593,1145009
170907,1207320
865166,1110883
803918,963842
234284,968494
840947,1179006
819290,941896
209091,1159766
446454,541125
14011,1145483
1161961,1178776
163405,471836
404929,823241
909005,1029640
133111,1175355
69329,826354
102910,646620
455461,672121
393771,753705
662360,895946
838350,1216240
579933,755881
328273,438570
144352,146961
158836,221143
115514,998698
217643,1214718
516123,587035
828225,1000750
921110,1119789
95728,1165601
556998,1105114
409279,985126
405359,555709
329211,1046458
137520,724442
748838,963217
414846,1187750
497162,534850
524370,720198
675773,1005802
354227,764369
541428,780732
94406,575069
991652,1052294
163596,435917
952486,1033736
665536,898739
45538,1006766
834776,1034523
610683,627645
433865,1061443
338249,1182402
58767,919430
73857,1178069
25999,902697
761336,1100616
10755,379158
754582,949915
678166,1185276
99864,1103660
153317,424821
256763,264922
59303,456909
619864,1135470
13355,138862
596220,1087363
708123,719251
800890,975175
1031009,1109673
71865,151629
143696,613456
230161,619769
252050,979079
567230,699101
234358,486828
107455,422659
567089,1200967
35323,936995
628630,689593
496909,1103994
121611,1009434
191184,290607
100936,823352
160562,1111788
724739,1197406
138680,775526
429645,1078750
617170,884926
6687,901586
468818,1051712
433691,1081800
903159,1014260
797966,866937
692189,932348
95007,138583
15534,799917
282562,639078
27377,485905
98368,588947
116036,566995
314689,745400
810873,983445
1992,498187
573653,685333
22391,1172169
22765,447166
365070,714056
197385,227034
516316,650731
68324,438188
45398,934274
338759,906124
268648,341152
245183,1162520
503807,1125016
408562,947712
166340,931328
837624,964430
164195,1006216
444954,966274
368623,756800
567423,1032946
525238,584110
159472,1061018
152525,999322
167828,1074553
204,527454
153795,823510
451166,1073766
6719,570245
368148,1040373
994682,1097117
757009,975793
375504,781632
94241,282006
136998,854588
1063025,1195172
577041,704039
204345,1204114
637759,1049333
715752,855761
429742,1205020
699346,1178844
430412,854365
286726,396201
541281,597273
85856,430688
152736,397848
482812,525662
366071,1080841
412666,1160869
209883,265584
565807,1077946
906010,1048195
694538,1123951
113265,1159518
647192,785937
703806,930475
510580,588029
105016,1160567
690364,1108823
609460,1165719
164381,170208
379262,782902
96633,481257
272012,1135817
697609,789713
72569,640623
368395,650560
15082,609460
495595,802615
325340,468583
553968,896395
253545,904970
806949,1005402
289109,862051
409483,566107
447350,660513
644193,756934
474038,573256
593175,1179417
199582,652878
166094,822223
682578,696861
312380,1042380
302147,1214236
4987,766159
251027,852912
283387,946196
14564,391989
913538,1180166
535162,916205
1162,621414
241737,1070923
782143,1036989
124110,560040
45789,1034953
100378,197106
912197,1006042
136965,535280
296698,646107
517311,687576
320040,770437
137859,686434
679154,1062852
146571,938208
153761,986076
135411,867872
824969,938616
525606,832888
81041,583191
143196,476834
925962,1078258
741427,874678
424643,972605
564997,931350
156611,988541
564588,587835
384598,400272
106215,1057669
678680,904528
404393,937384
378069,913052
1093391,1213312
694360,915946
547981,572243
652285,897699
236727,300639
501884,548334
757897,1170054
654464,939364
469019,691994
276343,1024867
426176,501040
382823,645158
372740,767532
302215,503405
760123,820714
86850,830960
310797,1037289
70176,691542
630410,1125432
145582,232613
448979,593012
212767,943558
902338,1184659
472345,1175733
2881,542122
577164,1043106
263213,834543
431890,613890
30793,1142933
452782,1188956
269453,471002
44896,142298
372627,938315
88988,286364
1014116,1117121
510617,653440
614776,872156
63616,677624
638746,937237
85994,867727
1102826,1165719
868847,952682
428468,601965
8824,894567
673095,1157702
858281,905716
578627,1113998
464447,1185276
280578,942152
339352,835579
138946,757173
13356,886213
56895,1004998
268982,1151934
726486,1145320
266835,669937
588199,1052212
525203,905571
192763,692955
215371,1165481
457287,1054266
429415,665989
156761,215053
93807,1221105
684090,1108965
147661,197802
101094,350320
595726,787876
939583,1047284
618566,675670
612646,617224
841181,938486
6754,192306
663078,1160377
276276,641064
311849,633694
523431,984767
376821,455730
359596,1175388
81323,319463
392354,1201202
903137,1041641
468254,759400
235888,999379
593180,1052887
3842,1169376
174016,878552
180008,335739
132914,939163
186328,199269
95291,945814
1066331,1221287
1018562,1075731
1099438,1140896
88349,919925
493114,604290
624246,1117879
684090,941822
646605,1137780
342196,1136186
465268,959629
124091,852957
920133,935686
636357,1131282
721587,1057828
542647,656772
48338,264192
94400,1204599
36002,1118868
332808,825927
355519,1105825
79799,1174340
24442,525559
404417,474017
70767,708867
303664,628096
39479,1114261
939075,1171875
221704,377321
516845,907750
1004313,1163216
526200,1006999
162914,459979
773014,1190837
412857,505373
1041871,1216893
195615,1185805
478542,842211
223615,836568
692485,1163128
1347,909973
897554,901465
489532,1050016
7295,11500
795006,1162457
420174,813285
872631,930582
595336,1098459
658193,756426
6058,636340
293894,1201393
194717,906609
375775,1186853
348278,939521
244274,510597
310075,1200527
372408,598979
216661,963451
228643,958539
200687,759934
646909,1042324
235633,1205518
654374,727684
79332,457338
668180,790102
400589,803529
449662,1111249
461100,555319
14541,27570
649809,1067507
263834,805266
539009,1072768
749697,901114
514191,985898
205462,411411
470289,728400
410506,1090346
379423,785800
109076,789257
300742,789598
574084,637329
428354,735073
229216,785623
352888,932147
233008,1222210
467768,513089
5805,888592
526773,1111691
3332,396811
391921,782121
406963,558620
69747,1013419
358548,471010
667936,1070016
414727,492265
211123,1116148
560976,1107498
422414,646554
470828,587199
713028,906164
404819,1200691
23529,1014820
605118,717500
419176,1107612
76230,1044594
113772,1149066
540212,845530
109603,189682
263673,764758
278768,1059204
206988,366844
479078,638430
797145,914575
104292,1194576
954875,955855
892248,1182347
387280,1142486
430124,504499
1173682,1178037
440102,1050390
178942,395811
758322,1044594
120286,1054691
329209,875886
126056,395304
233071,781534
136507,183714
270216,1147585
300256,528631
99277,588058
699404,979738
379060,994500
27491,494544
1032077,1175586
74128,1186668
236280,507576
412615,771696
231823,584189
83232,1033916
321732,494507
429024,831030
1052986,1194571
253395,776114
489570,562627
920148,1016213
439447,510279
25474,133689
680663,1170095
905069,1080260
433590,651354
539371,922956
449423,670184
645608,901102
766361,1143469
564012,931841
276200,482623
1002978,1123864
137665,613495
119466,230273
448235,935391
401661,1014314
37895,976110
411316,468397
203501,242816
572945,956684
134021,606446
487573,1128530
892529,1034263
330186,539475
336911,667524
568650,1138516
15251,200217
286017,803918
76695,575416
437008,545039
669539,811170
443171,589657
172975,747917
967316,1097577
530991,571732
749993,954708
41361,393402
633479,1182828
480822,718181
1032938,1163217
1008607,1203580
414701,492467
967716,1121081
352497,1164789
1084696,1192098
38821,280990
299963,598126
511552,634232
214107,497024
254281,1081256
503815,533012
271521,1194455
365690,752236
378119,754429
128022,825537
224928,465662
964940,976901
516729,769158
457401,1138824
55498,1082729
460616,758322
454880,702437
217412,695074
324407,340886
248375,959110
326073,435923
239670,897126
72175,1060567
263146,1118238
310027,383242
523084,976901
710929,772667
515325,1108110
684437,1052619
24978,601196
532090,856795
265661,970452
221690,368376
96454,533377
312258,985262
25151,348934
101997,1185276
303573,814131
37321,212794
524854,638807
31715,687376
556903,1073442
315050,492037
696930,993885
510373,798804
1096544,1131505
639405,813246
173214,765595
82568,693934
147270,857699
484683,617697
169883,190210
363346,982268
335564,579167
513313,933939
854620,886747
29711,976348
321457,363830
242460,489811
542851,939291
635720,1110256
544222,616791
237684,547985
381147,998752
1206288,1214278
379751,517855
67248,403692
698268,753855
65781,647607
976401,1004666
21461,393568
850585,896257
284524,487870
82180,553851
374903,472231
346539,389804
172096,1166610
541614,1181601
250220,605890
296977,476127
198436,314738
43593,860880
